gene,I0774,I0785,I0861,I0803,I0885,I0740,I0846,I0851,I0761,I0787,I0838,I0734,I0745,I0769,I0847,I0848,I0883,I0766,I0828,I0884,I0843,I0863,I0875
POU2AF1,8.601769758,8.297259874,9.42747742,6.615786759,7.462712625,6.617963591,6.808620361,6.607709499,8.843213382,8.051121589,7.672719871,7.606909873,7.535336786,9.009013884,7.96616225,8.867237966,7.808383718,7.088641918,7.549655892,8.622155958,8.035951861,8.627883775,7.532659721
CTSD,9.34868469,9.984439515,9.739289967,10.10396336,9.964130299,13.76474174,12.87991513,12.46635011,10.24216591,10.01859908,10.13523706,9.973799156,9.906139563,10.17804956,10.19286828,10.12114208,9.948102185,16.67380612,10.11294286,10.03929613,9.946737381,10.21639251,10.00774513
KMT2A,12.77579737,12.72424789,12.9439493,12.85514922,13.04899956,13.60997956,14.06271188,13.91304317,13.33988191,13.14781785,12.84495887,12.91363869,13.04510291,13.17191092,13.04587372,13.11095713,13.2147484,12.3803205,12.77138466,13.10690651,13.20537405,13.01468454,12.62783385
IFT46,9.396004648,9.229629945,9.503338103,9.330881834,9.591578468,8.315659365,8.207578341,8.126694089,9.718069337,9.488832004,9.321002582,9.266770513,9.361741233,9.754725325,9.570939865,9.55388018,9.537980149,9.096611804,9.249237659,9.547459613,9.453047808,9.782510735,9.418723998
RPS25,14.19409922,14.0230684,14.03175799,14.03782182,14.35138747,14.62037067,14.32458217,15.17841046,14.19824251,14.43910652,14.09928851,14.09623292,14.42532555,14.45926703,14.42525573,14.32054525,14.33825899,13.7237642,14.05334628,14.06521484,14.18863279,14.32184257,14.71157971
SPCS2,10.82612692,10.7951948,10.76676817,10.97455934,10.69841842,9.944518383,9.513692026,9.878384509,10.74713018,10.58697034,10.85537092,10.86931458,10.79123262,10.72177517,10.5927757,10.80115781,10.61326618,10.43558463,10.82256645,10.75269677,10.58616949,10.85402327,10.84318567
USP35,7.868611565,8.038865848,7.893716669,8.421387822,8.254498801,10.20536768,10.3786409,10.57496445,8.188500131,8.472205241,8.272998199,8.267131693,8.135833222,8.223253371,8.385986244,8.210430419,8.53348206,8.401291709,8.314582265,8.24129369,8.156806186,8.125689097,7.941515204
PTBP3,12.31574646,12.47608647,12.44021708,12.74271039,11.87404532,12.24124701,12.58903092,12.75644015,12.36159178,11.8750167,12.69893791,12.86709183,12.70047734,12.11499255,11.95814359,12.33225497,12.08876425,11.93370764,12.70163657,12.49027702,12.15751716,12.24940595,12.67137466
RAD23B,12.82122775,12.87699817,12.80237117,13.0315948,12.72984746,11.35429417,11.25741399,11.45611935,12.84222889,12.66869847,13.02971361,13.07762842,12.94562448,12.77281057,12.71828328,12.8561486,12.73749845,12.35945551,12.93443873,12.82550833,12.76745969,12.84784981,13.01447376
FKBP15,11.16676076,11.15721996,11.10177631,10.9882964,11.10786631,11.65969188,11.38031369,11.09139722,11.07865986,11.13215879,11.00437586,10.98402553,10.96118548,11.04956784,11.10340175,11.023399,11.01092638,12.89132713,10.99025159,10.89715082,11.15519578,11.08119511,10.78745114
CTNNAL1,8.528919451,7.815865967,7.814032234,8.069230309,8.596645702,7.884563818,9.020023395,8.756625004,8.073863493,8.447442748,8.199823555,8.267131693,8.314865151,7.680547247,8.552739133,7.86071682,8.433302695,7.668456556,8.242444798,8.073951372,8.553734638,7.876525832,8.419109572
ABITRAM,9.537772739,9.211811047,9.67513345,9.451959392,9.603469685,8.846096396,8.671978572,9.060280903,9.734935403,9.375262441,9.407660457,9.520083257,9.565981885,9.702161813,9.500942007,9.807724911,9.388453645,9.259613213,9.4060518,9.784633907,9.674029184,9.985284474,9.636261488
DYNC2I2,7.591305043,7.440792952,7.697752181,8.275365109,8.414248337,7.905697609,7.828355854,7.864005799,8.163800927,8.289217546,8.26879503,8.048175162,8.154046098,8.273655601,8.135032789,8.171079241,8.49534563,8.075991205,8.05510972,7.985645358,8.35408478,8.27758824,8.221776695
SET,14.71993101,14.75441218,14.65741359,14.84075589,14.7431187,13.15354749,13.05229106,13.392212,14.83587441,14.78929096,14.89353126,14.89694077,14.9769525,14.92300485,14.7420216,14.9007324,14.74136073,13.9450803,14.76026938,14.77074335,14.74823515,14.84651928,15.03796956
PTPA,11.1819599,11.34694042,11.31808681,11.1054763,11.15225726,10.86429884,10.69975731,10.85092645,11.24095053,11.2625332,11.23192886,11.09646174,11.2112697,11.20049287,11.27447349,11.23172687,11.19384514,11.66573805,11.16078414,11.00216313,11.04160582,11.23362728,11.23476212
GLE1,10.83302064,10.83777095,11.00966848,10.89344901,10.85781761,10.65746006,10.6963664,10.69409855,11.10484704,10.92635032,10.90021645,10.84816788,10.8961279,11.11197087,10.76124006,11.023399,10.90269786,10.93763959,10.85920725,11.02291256,10.8408334,11.12978064,10.80920457
RAB14,12.01778122,12.13001979,11.9926162,12.08264281,11.44373112,11.14762625,11.41785835,11.41683171,11.63798418,11.50380736,12.07265293,12.10423634,12.06118472,11.71623953,11.43970295,11.79924641,11.37428491,11.61488635,11.97152815,11.9684971,11.54601794,11.73851032,12.02865423
CNTRL,12.22563232,12.0661672,12.28699728,11.70051165,11.96395675,12.10215959,12.44845753,12.15808494,12.0727372,11.9850353,11.70842332,11.73673496,11.79600475,11.89774255,11.84042489,11.94050978,11.95113833,11.27970078,11.6555195,11.98485995,12.03996362,11.93003377,11.5818112
TRIM32,8.309225122,8.44015105,8.364558629,8.427162748,8.353581592,9.072285213,8.77201233,8.98867895,8.610183325,8.12325092,8.49074239,8.363428864,8.499974806,8.562431791,8.453995293,8.450029891,8.49534563,9.670533235,8.549451242,8.284234914,8.418071434,8.372247459,8.464496124
FBXW2,11.77986497,11.62230368,11.52958738,11.68251762,11.68889267,11.62475069,11.98610984,11.78722194,11.70407106,11.65441737,11.77031294,11.76557073,11.75840466,11.58131773,11.74079579,11.67061786,11.72381702,11.41741955,11.7087764,11.73549243,11.74397774,11.69193985,11.52403234
PHF19,10.2910043,10.34747907,10.23826419,10.54874205,10.86178345,11.90348058,11.98853785,11.88156204,10.79616745,10.79081124,10.67813416,10.66530211,10.69686471,10.72342453,10.82486201,10.68423376,10.84970323,10.14961278,10.65032545,10.52436693,10.7086846,10.77233183,10.48310907
NEK6,10.28297129,9.569863753,10.29272707,9.927787811,10.8277212,9.614354202,9.864295371,8.773766516,11.05423007,11.25139987,10.35536186,10.07851768,10.24970366,10.90371637,10.97128999,10.92629356,11.01189151,12.16252028,10.16752859,10.92963386,11.01457876,10.9451792,9.711777219
BSPRY,7.288395279,7.335022231,7.289980794,6.510926867,6.814369572,5.762431605,5.892061767,5.784894187,6.750649401,6.539092411,6.702573762,6.589063558,6.730359391,6.57043727,6.710661009,6.649127867,6.356211047,6.215620374,6.790375513,6.581367757,6.488409608,6.542810991,6.775849993
PPP6C,11.69462511,11.76761444,11.65077908,11.89900722,11.45033045,11.20799469,11.29657172,11.47667824,11.60128079,11.1370064,11.81351567,11.93341153,11.8411054,11.43044562,11.33538194,11.6250604,11.4135227,11.06172383,11.80465288,11.67122572,11.5563945,11.64081661,11.87249318
NDUFA8,8.903686989,9.179579183,8.887690371,9.529168467,9.289881424,8.931006558,8.499823003,8.760069638,9.215846796,9.273274936,9.512698468,9.394427945,9.603576248,9.191687392,9.333279323,9.182007808,9.201455776,9.657411412,9.458736321,8.835677264,9.011438913,9.300115217,9.677144659
HDHD3,8.863850859,8.936045846,8.607359862,8.704229006,8.693282944,9.348706224,9.309117789,9.241239701,8.400668983,8.735187585,8.660771675,8.538651234,8.555838534,8.471137712,8.872447829,8.518819061,8.627154467,8.767725503,8.691684702,8.575379519,8.418071434,8.607545546,8.512432718
RBM18,10.73852459,10.74995258,10.66308355,10.73019895,10.29410578,9.74086578,9.815116671,10.06818922,10.55789267,10.36694979,10.68050931,10.81381126,10.76421693,10.40054653,10.29053253,10.55699113,10.37902326,9.836902359,10.59255854,10.68420751,10.51878731,10.50402219,11.06298906
HSDL2,8.324959298,8.945660831,8.495711822,8.996050757,8.101909589,9.684509408,9.144686936,9.196177157,8.00600674,8.138801458,9.014590033,9.203652312,9.099511938,7.791632764,8.154030574,7.888710753,8.242570051,8.995960462,9.104134183,7.972577126,7.959824911,7.849068872,9.114083403
MAPKAP1,11.23705211,11.20403858,11.35949981,11.55908781,11.77079275,11.06596818,10.99849675,11.15557738,11.8953115,11.80333706,11.59842327,11.5751988,11.57523367,11.8335191,11.7912174,11.80338858,11.7650426,11.88914957,11.5511412,11.73307285,11.76984573,11.85264948,11.43614873
NR4A3,11.74593268,11.91407803,11.18475926,11.59351944,11.99091419,9.168098932,9.159538887,7.582055158,11.46681972,11.80851172,11.83819155,11.81170282,11.70381458,11.49124876,11.83651027,11.41373281,11.86242726,10.73863989,11.87902418,11.34788082,11.57628914,11.24683777,11.63691442
INVS,8.866541097,8.570156342,8.527854002,8.874512934,9.170259074,9.020913258,9.286744275,8.953005412,8.983901835,9.11717618,8.774831838,8.794970319,8.891634622,8.65867282,9.068757094,8.757655157,9.184435607,9.2087992,8.869842997,8.74251865,9.144631538,8.777387915,8.675713641
GALNT12,6.509480309,6.400737735,6.496276063,6.787235442,6.484754494,8.368371507,8.436194062,8.43756004,6.497474365,6.41686456,6.599241482,6.918155829,6.90397913,6.49519633,6.793764953,6.456836802,6.51712247,8.797935295,6.601440528,6.598482442,6.466568931,6.559847632,6.801801902
DENND1A,10.39435532,10.08030209,10.14956119,9.846082727,10.29410578,9.596269083,9.532830366,9.352668264,10.04888469,10.33101846,9.925628496,9.824800599,9.822069016,10.12911472,10.24252668,10.02193822,10.30850856,10.53668388,9.916871696,9.754411195,10.29386234,10.04700149,9.854996036
ALG2,10.68770891,10.81696738,10.58121145,10.54874205,10.35445882,10.07150965,9.724801412,9.657925276,10.24707314,10.30023252,10.43629593,10.49208443,10.30698506,10.28802094,10.31886815,10.35734304,10.30850856,10.18433424,10.46958525,10.42713183,10.14539581,10.34481019,10.47808815
SNX19,11.70743652,11.74817214,11.74021198,11.50823443,11.53286118,11.44334252,11.42504659,11.64028967,11.60281294,11.5557774,11.51836631,11.50937065,11.53584205,11.53322947,11.47915594,11.57478996,11.55862026,11.73060583,11.52667263,11.50985646,11.62393292,11.57791808,11.45569228
MSANTD2,8.646284158,8.513098881,8.726895307,8.764773005,8.754289205,9.139838624,9.284487721,9.034911652,8.715907102,8.66711117,8.571451084,8.63748684,8.656365746,8.771391012,8.744594431,9.023753933,8.793534465,8.180588227,8.73504675,8.953430138,8.77423503,8.79548148,8.49265234
PLXDC2,6.935586764,6.74709187,6.532937554,7.078956057,6.46403378,10.20024517,9.619528546,8.872546774,6.937098406,6.550764414,6.953631447,7.177494761,6.995704439,6.366000525,6.841422524,6.418944531,6.863529123,12.29392695,7.306002799,6.528770743,6.948492548,6.944147727,6.814604869
KIF18A,6.726408881,6.951797217,6.670921952,7.296474277,6.74735409,6.047436873,5.768337559,6.163449021,6.599227887,6.136130363,7.392712614,7.440271791,7.573727517,6.49519633,6.0763174,6.681494315,6.51712247,6.563883452,7.416670218,6.697114221,6.745809676,6.877764011,7.781177097
MAPK8IP1,6.079554114,5.905158525,6.041766178,6.196170583,6.443011129,6.062570207,6.131835454,6.009887056,6.300065742,6.211598803,5.950924917,5.814945957,6.15300875,6.296788027,6.320079562,6.212941722,6.331685482,6.233414435,5.816156431,5.968567677,6.174893561,6.151474138,6.317328946
CRY2,9.851993809,9.973906183,9.802592515,9.806753167,10.06044968,10.73034418,10.68272246,10.67962011,9.879728274,9.995296869,9.862877293,9.780836928,9.858066009,9.884230704,10.01898086,9.865213991,9.90719073,9.593399106,9.902314397,9.784633907,9.816817359,9.877299504,9.840984398
PEX16,9.781045799,9.813812938,10.15838768,9.632758017,9.953020133,9.7917015,9.594243934,9.721146232,9.972721431,10.06512161,9.739213463,9.48797251,9.521781991,10.23928012,9.984018434,10.08075923,10.00349652,9.563815962,9.736599574,9.86285331,9.918860477,10.10183067,9.63084246
CAT,8.412244733,8.995114304,9.458778443,9.460432225,8.93077684,11.17790907,10.71324184,11.12049812,9.985697819,8.942115209,9.482163708,9.498190168,9.525983736,9.885704509,8.972155909,9.834958373,8.806941501,11.26517729,9.331948494,9.775257143,8.589541004,9.863643681,9.4498319
MRPS2,10.93906264,11.09539629,11.1731928,11.00480316,11.21250627,9.607921225,9.448671297,9.542651748,11.16623697,11.13797397,11.13018377,10.90238929,10.96325269,11.27323782,11.14514458,11.26947915,11.04243953,10.49580068,10.98058319,10.97375145,11.14319864,11.36301374,11.06700737
OPTN,11.9100925,12.20424189,12.00856811,11.23375668,10.83882958,11.96366772,11.96477679,12.1833204,11.04861968,10.70200593,11.15885809,11.35020198,11.27714659,11.00889564,10.82189517,10.98501336,10.80028442,11.65505008,11.27366913,11.00296673,10.75446811,10.95164804,11.2879484
KBTBD4,8.661855064,8.879480481,8.862705322,8.746413231,8.841218437,8.611565497,8.593944565,8.660367836,8.713072573,8.802638668,8.750922844,8.750073735,8.728631508,8.540144141,8.829764141,8.905420496,8.775462377,8.466691774,8.711860022,8.575379519,8.663401247,8.958524914,8.706950742
SARDH,7.825017542,6.961308088,7.461443577,7.828653216,8.661784325,9.908328384,11.08726141,10.52015269,8.302258314,8.831633601,7.788813481,7.656410688,7.573727517,8.246381984,8.667363131,8.148101358,8.884868103,8.212339317,7.664526535,8.420393758,8.579400973,8.131398639,7.714430727
DBH,6.254061702,5.670200935,5.963351646,6.325479508,7.055059021,9.241414611,10.4915253,9.510290446,6.416154254,7.039166337,6.269733811,6.339182615,6.181699359,6.366000525,7.316434248,6.144932997,6.978578534,6.400234963,6.644061387,6.546516993,7.233533846,6.379688533,5.950569165
RAB38,6.349457227,6.559449617,6.620711539,6.275137979,5.971302908,5.869566783,5.661102059,5.757583467,6.31509801,5.747223101,6.183051152,6.35426055,6.209830529,6.331809279,6.128476162,6.360172125,5.869089241,7.379788076,6.147709039,6.165164893,5.909471687,6.436136951,6.7888843
CKS2,9.788157798,9.558942326,9.826786688,9.550489972,9.610557653,6.678154898,6.517262102,7.221318116,9.519853753,9.830315462,9.458369599,9.536700884,9.92216885,9.923504322,9.823204705,9.657177134,9.537980149,9.111121676,9.416333978,9.614193663,9.707003527,9.775235233,10.2765323
MYRF,6.022802401,6.2223832,6.297539101,6.444146096,6.781250912,7.193224959,7.447679424,7.635544093,6.497474365,6.67328556,6.3829547,6.261334604,6.317171271,6.897069773,6.622475908,6.681494315,6.738503812,6.506499639,6.332789523,6.68113677,6.612934709,6.472578404,6.404595182
AHNAK,13.40926264,13.95581968,13.79145396,13.88976234,13.55210559,16.6243453,16.7608949,16.97966325,14.12642556,13.75281063,13.96731282,14.02867216,14.37186077,13.87221174,13.71197745,13.72167313,13.86376805,15.7313976,13.78076101,13.65426869,13.65976419,13.62818389,13.77294024
TTF1,10.39993718,10.29954422,10.30205022,9.995427718,10.16525268,10.11571023,9.895681132,9.99990502,10.28096415,10.22300299,10.06667858,10.07624605,10.16512623,10.22654245,10.30618595,10.17186225,10.14041342,9.601985825,10.0456513,10.1695464,10.18939645,10.25613207,10.20540151
GTF3C4,10.83714112,11.07582804,11.01372737,10.99705879,10.80008694,10.09469969,10.42649809,10.35912909,11.11347153,10.85341345,11.12902486,11.0942182,11.04311401,11.01698784,10.78276063,11.02181983,10.82025554,10.24370467,11.03764491,11.00055459,10.90415356,10.96928922,10.98938318
DDX31,10.99668366,10.86842443,10.97094617,10.63610201,10.93513411,9.48833654,9.581433487,9.131159268,10.90821666,10.9190515,10.80183222,10.69669584,10.75648947,11.02436602,11.01524253,10.87997651,10.89539477,10.09104002,10.63103139,10.76790523,10.9540596,10.93542123,10.8259
FRMD8,10.94607448,11.02628022,11.00396678,10.87560949,11.00762237,11.22069892,11.23304783,11.23198477,10.98306981,11.19765862,11.05590085,10.85082823,10.84379211,11.08078508,11.13242879,10.89471881,11.11878438,10.65858416,11.04097131,10.86833604,10.90110358,10.97565109,10.79715985
PRDX5,9.706427476,9.91149345,10.003727,10.51253265,10.60450494,10.73625486,10.14737707,10.69949072,10.66737431,10.77659191,10.57637472,10.42672121,10.63596557,10.81677132,10.67618367,10.66311562,10.57590272,10.9698413,10.54836429,10.55537488,10.35755074,10.76040624,10.79393086
FAM78A,10.10986724,10.68757312,10.29673008,10.45150526,10.23417994,12.57831536,12.30804937,12.42273273,10.49245023,10.50234343,10.76798427,10.50396425,10.56627486,10.58240488,10.40597415,10.57756042,10.37752642,11.4377084,10.49503278,10.32800625,10.16925508,10.45135838,10.41748267
NUP214,12.23242668,12.1308102,12.31883951,12.13430437,12.40480538,11.64657022,11.83201599,11.48606904,12.394031,12.44323691,12.09804663,12.0254777,12.07176177,12.24182155,12.37055264,12.27706149,12.37078186,11.80686436,12.04194978,12.17512376,12.400061,12.27187382,11.89112267
IPPK,8.386234181,8.323309497,8.44370978,8.368346105,8.652656944,7.479188384,7.390074697,7.558509981,8.57938639,8.629079099,8.318442465,8.286912209,8.497124022,8.394528982,8.308972524,8.491695701,8.544195551,8.035993838,8.26082013,8.415573451,8.719882214,8.574395979,8.319329595
ZNF484,8.903686989,8.648782217,8.866301216,8.444350112,8.498172249,8.730041443,8.953404591,9.43039169,8.502675442,8.299631607,8.199823555,8.60633811,8.612256652,8.482870441,8.308972524,8.275488682,8.565386771,7.914410256,8.370649036,8.634654279,8.729084412,8.367417245,8.581477293
FGD3,11.23861051,11.38983322,11.34797205,11.20463253,11.37740809,13.34933863,13.59611796,13.22125166,11.17295687,11.44521234,11.16735042,11.10707115,11.08974859,11.22573299,11.38781658,11.07608766,11.32543545,11.18114252,11.23061847,11.14587958,11.22271507,11.18846948,10.95365664
TRAF2,10.70959956,10.77308859,10.83074348,10.62609472,10.88729899,9.525673677,9.4283752,9.201254179,10.80151455,11.05229644,10.78868178,10.56680137,10.60319901,10.83824277,10.90087047,10.8221774,10.83341766,10.10560576,10.76177265,10.70410988,10.88883878,10.7548687,10.68310537
COPB1,13.05808912,12.79043983,13.04715712,12.58633713,12.62379002,11.75941768,11.8188223,11.90858529,12.77824205,12.31371723,12.60036061,12.63271877,12.77061904,12.5106278,12.59191387,12.81935088,12.64379231,12.19551843,12.52190632,12.8618423,12.68474392,12.7869786,12.83446052
PSMA1,11.28861395,11.24501173,11.24952475,11.17833653,10.5527003,9.246393263,9.574061833,9.566455083,10.76297678,10.42438689,11.16509069,11.3135457,11.24011536,10.84052444,10.57878383,10.99390071,10.56542296,9.713958438,11.1958254,11.24498856,10.73860863,10.8754454,11.36612657
SERGEF,7.661145565,7.583116375,7.526521697,7.802232884,8.033238017,8.667077121,8.571909053,8.766934332,7.797039812,8.071521909,7.980915215,7.744881529,7.812594029,7.834998856,7.96616225,7.704113332,7.834803488,8.189731495,7.783685847,7.666634549,7.75884257,7.849068872,7.929794692
TPH1,6.840270189,6.656319223,6.687277801,6.466751559,6.862664277,6.396991159,6.952008576,6.725155665,6.694275237,6.596530442,6.302999343,6.63916958,6.44100726,6.57043727,6.74447916,6.789379399,6.495205044,6.215620374,6.899948508,7.035484433,7.167377622,6.626050953,6.564728987
CHRNA10,6.628372195,6.428432019,6.458658614,6.249292801,6.505181823,6.310895067,6.405415642,5.914192723,6.190211631,6.945008615,6.269733811,6.091776964,6.078682202,6.655834409,6.82571094,6.418944531,6.601606946,6.215620374,6.433417655,6.118469637,6.867472212,6.417565135,6.083454188
GADD45G,7.381619283,7.204954273,7.489694401,7.405802093,7.788549974,6.478237459,6.228908381,6.05545471,7.70873094,7.917763109,7.511312043,7.375236131,7.401480475,8.151555953,7.951758504,8.118854599,7.808383718,8.025818799,7.424841598,7.698732163,7.404096678,8.181792497,7.453013781
CAMSAP1,12.42973186,12.64032873,12.57652182,12.52774342,12.45521908,11.14095806,11.18848614,10.98134038,12.41205813,12.34652351,12.31765525,12.28082954,12.28179861,12.49550429,12.2598143,12.26976198,12.29748045,11.96533091,12.46187198,12.44042641,12.37536514,12.35657473,12.18781036
UBAC1,9.549539334,9.687707788,9.375434219,10.04884432,10.09623664,10.27117079,9.984549046,10.10928179,9.933076918,10.17101174,10.02242592,9.97745562,10.00678025,9.911978739,10.03955872,9.794837865,10.08095507,10.92195111,9.937008253,9.673945795,9.924879612,9.907560548,10.02987313
LSP1,10.71408749,11.50770638,10.41806795,11.97686427,11.82461303,14.38655971,13.97193699,13.76553844,10.98835447,11.91168691,12.02298174,11.97485353,12.03169154,11.03303733,11.9174929,10.86155495,11.85437895,14.07064229,12.1711269,10.96388005,11.46503117,10.98514159,11.85012646
PNPLA7,6.333989597,6.072472061,6.276072613,6.222976176,7.261276484,8.718144427,10.46486895,9.112416583,5.960939416,7.275574065,6.146865276,6.308545612,6.093856999,6.415814486,7.259096919,6.073559173,7.085127035,8.733747367,6.657993057,6.862093533,7.025203832,6.217378753,5.92718112
EXOSC2,11.47599812,11.28437977,11.37788071,11.29504325,11.5907565,10.10934805,10.19380788,10.04719552,11.40141668,11.56587858,11.30044729,11.26650002,11.32414981,11.46190869,11.57507464,11.46518601,11.51435666,10.56330957,11.37993568,11.41220929,11.60093439,11.47165331,11.35082618
POMT1,9.097061835,9.21975774,8.983516066,9.555771474,9.598724953,10.76776073,11.07360395,10.63622956,9.415615013,9.601143492,9.578702265,9.444602411,9.445459258,9.397854912,9.722866743,9.430761153,9.709594299,9.678674178,9.665968499,9.677976824,9.605729564,9.503121105,9.149885147
UCK1,9.17726059,9.514410583,9.387996812,9.493834549,9.569924122,10.0677644,9.810419046,9.906632815,9.573972804,9.594110068,9.566768385,9.364953379,9.457241603,9.685335064,9.547184359,9.49818365,9.349282296,9.826681579,9.410173469,9.379404895,9.241056392,9.571917695,9.552757883
HABP4,9.41634363,9.438128881,9.505645654,9.761758137,9.820735247,10.55082418,10.49250318,10.38166596,9.934294412,9.954139244,9.678720073,9.566138618,9.727939358,10.04587585,9.87945926,9.796685935,9.810664022,9.310794912,9.74641326,9.719636246,9.625575899,9.89586767,9.533526377
SLC35D2,8.585532922,8.75922732,8.826244662,8.891321838,8.523427884,9.905183725,9.701310668,9.813556959,8.655180092,8.278727764,8.744883168,8.741497832,8.646107807,8.419163527,8.581090845,8.588749784,8.450489821,9.333659809,8.678076019,8.601081759,8.336129831,8.647939269,8.551197997
PPFIA1,11.28157584,11.01376558,11.14089844,11.17919231,11.38638343,10.67725867,11.07817082,10.45363446,11.2945513,11.43028276,11.1599933,11.12091308,11.08595897,11.26136554,11.38513913,11.20692525,11.32931195,11.50289,11.09253533,11.27257445,11.46503117,11.16847655,10.94785739
NINJ1,12.24126362,11.89683392,12.3804901,11.25826066,12.0624428,11.14051241,10.94449463,10.31882206,11.74349842,11.83798557,11.23516392,11.17020503,11.15586103,12.09729206,11.95272895,12.02294524,11.84140754,12.62869814,11.3421437,11.84531285,11.81645811,12.05432949,11.44698182
TRIM21,12.21827934,12.39616121,12.19954924,10.88927128,10.54161799,10.28333299,9.665341434,10.06540765,10.58372606,10.60177384,11.05651055,11.140615,11.20254608,10.6696864,10.68055772,10.61155401,10.61072022,10.43846412,11.13112667,10.36847737,10.37084,10.49519281,11.59902687
ARFIP2,10.7968081,10.74169754,10.76869085,10.60968337,10.96953819,10.25643951,10.2129193,10.28095772,10.7127782,11.05741947,10.65013127,10.58768498,10.61770806,10.87877076,10.99255439,10.81216275,10.91513207,10.43077268,10.62926452,10.68920891,10.90212096,10.87033303,10.82510935
TRIM5,11.28459638,11.05098847,11.00396678,8.857505877,8.629582613,9.664810742,9.92784516,9.742199553,8.768731295,8.752979979,9.1233437,9.148498419,9.145752007,9.103239963,8.73621453,8.991845193,8.657074116,8.912819956,9.21194787,8.99925509,8.648928611,8.766421843,9.581132844
TRIM22,15.10453999,14.90916004,14.88439711,12.52100864,11.45755503,12.84876642,12.59359508,12.53782696,11.24045847,11.23747414,12.7510933,12.96611076,12.92429485,11.59534703,11.5279123,11.56235122,11.53598745,11.30988959,12.97500095,11.4188485,11.39882005,11.38289517,13.49368538
RRP8,10.17534102,10.21162367,10.01024247,10.09310673,10.19227543,10.13552494,10.13490594,10.1052248,10.02736795,10.27142308,10.15359017,9.983529209,10.08859814,10.1924121,10.24400512,10.08227523,10.21940741,9.768372423,10.15407455,10.03772849,10.19106227,9.907560548,10.21750286
TIMM10B,10.7854804,10.76360689,10.76098468,10.52065809,10.57219441,10.28090874,10.36482325,10.32115591,10.62728597,10.48647786,10.61992503,10.57968856,10.66863801,10.40466443,10.49434388,10.66311562,10.49262065,10.31228593,10.54929895,10.65791705,10.64447789,10.63940545,10.59679747
IGHMBP2,9.677611154,9.666060205,10.26166259,9.635254805,10.22804815,9.682061734,9.708061429,11.05329854,10.23625512,10.14525889,9.746788754,9.536700884,9.494882938,10.36822795,10.05816734,10.19166134,10.01123919,9.925770174,9.761009747,10.49610659,10.15396234,10.40497224,9.506164172
TESMIN,6.220808054,6.455604688,6.360086217,6.39784401,5.971302908,7.603388424,7.997705106,7.708672575,6.190211631,6.056495304,6.335515118,6.277243881,6.304182372,6.127735514,6.320079562,6.277888415,5.999366985,6.00386724,6.35005587,5.968567677,5.773772163,6.151474138,6.370319463
MACROD1,7.296398199,7.290442726,7.68965654,7.394055728,7.693843048,7.688770831,7.698784026,7.895669511,7.644722812,7.88124904,7.765137014,7.575086567,7.678100587,7.906436296,7.900181851,7.846513486,7.735470088,7.371776506,7.657608944,7.608685832,7.936180843,7.869710425,7.894050786
WDR74,11.72199322,11.4522938,11.67302094,11.18516861,11.79691859,9.820919828,9.879326155,9.620514896,11.50828562,11.82632821,11.22435206,11.08690252,11.12664616,11.71499651,11.71437519,11.59191954,11.74138021,10.73786092,11.19761494,11.45746851,11.74964081,11.70060708,11.26247667
RTN3,10.84671005,11.12531784,10.7415372,11.27836745,10.86573841,11.77873336,11.47190888,11.43472449,10.87309563,10.84455021,11.24161236,11.21063723,11.20473194,10.8533862,10.87629443,10.97198778,10.91719406,12.21103726,11.20415764,11.03396294,10.8608557,10.93623692,11.12340611
PLAAT4,9.70040853,10.55487403,10.06759424,9.212145974,8.792187714,10.65246767,10.37758269,10.69859342,8.990939709,8.901669571,9.339156533,9.467317504,9.592934592,9.174908662,9.05871098,9.076429843,8.784526718,8.23017391,9.428576633,8.926575748,8.747314571,8.889448865,9.740575032
SWAP70,9.331262275,9.756241438,8.702963281,9.715314494,9.416607477,10.68094085,10.19260496,9.612914985,9.109928106,9.502419626,9.82473244,9.840947612,9.78981759,8.864023615,9.556733552,8.853098985,9.417877957,11.58010619,9.811744084,9.183501014,9.499497357,9.090416847,9.470203998
ARNTL,10.10303936,10.20962988,10.30999382,10.03756323,10.22189018,11.09247598,11.33578477,11.15884314,10.15503923,10.01333608,9.925628496,10.00518482,9.930645535,10.05245215,10.16191871,10.10183954,10.1509656,9.854256977,10.13053609,10.24484943,10.07857251,10.03791058,9.735534655
AMPD3,8.980203853,9.605177217,9.465906323,9.594778214,9.569924122,11.1930303,11.15614469,10.80497487,9.683733897,9.338698758,9.34115961,9.602899974,9.438046126,9.788207739,9.368949068,9.722797127,9.582835141,11.48999462,9.607940216,9.868155423,9.419335517,9.673246385,9.245173953
SBF2,8.026094868,8.483700998,8.369634854,8.134220753,7.771786541,9.342519897,8.895438115,8.99746119,8.228748417,8.042879998,7.923250103,8.001052043,8.079773038,8.175853154,7.951758504,8.264847338,8.075375911,10.14844088,7.922889594,8.230355662,8.072560103,8.131398639,8.004329373
MICAL2,11.09802858,10.78853164,11.11996459,11.48003737,11.8896679,9.974831836,10.31040979,10.31062373,12.10688076,12.08499926,11.67863346,11.33175222,11.44556737,11.83580825,11.87709341,11.85751037,11.87202633,11.46243894,11.61145159,11.99862393,11.90792901,11.7745313,10.98797098
