gene,I0774,I0785,I0861,I0803,I0885,I0740,I0846,I0851,I0761,I0787,I0838,I0734,I0745,I0769,I0847,I0848,I0883,I0766,I0828,I0884,I0843,I0863,I0875
SARS1,13.09583623,12.88420368,13.13194184,12.64883511,13.12706928,11.93517328,11.65729486,11.72557041,13.13607828,13.1791766,12.62255879,12.56770265,12.61923174,13.24334685,13.18360216,13.18848903,13.12125229,12.49286557,12.53776923,12.97428721,13.07904787,13.20657689,12.68581883
LRRC7,6.702517157,6.455604688,6.884575847,6.574752766,6.084230884,6.259287601,6.75747239,6.652879565,6.611456929,6.072777848,6.335515118,6.67563916,6.680971345,6.349006187,6.566855827,6.582131627,6.811267679,6.064767707,6.671791482,6.833466688,6.55201525,6.508122024,6.421432435
ZZZ3,11.79865093,11.71236096,11.7367784,11.48281269,11.3753289,10.57938243,10.76999198,10.92951018,11.49018728,11.27973143,11.46655014,11.61447517,11.66210866,11.41419769,11.26066299,11.47329708,11.440296,11.08027905,11.38831721,11.49565265,11.42382957,11.46318902,11.68215225
FBXO42,9.964254334,9.912719514,10.03920332,10.0413334,10.19069979,10.36495029,10.30150997,10.43759037,10.17061956,10.07323748,10.02616593,9.988369737,9.98862744,10.26442294,10.19745397,10.05936634,10.12800419,10.22714813,9.997155235,10.15949068,10.1419549,10.18516651,9.647038861
SLC66A1,7.381619283,7.172567248,7.143568293,7.719938569,7.96113364,8.727669876,8.448340216,8.311764789,7.992043813,8.075567584,7.704187979,7.631872574,7.383068363,7.923756315,7.892660899,7.929708793,7.9277359,9.712373191,7.745049385,7.905399085,7.811773385,7.778049426,7.5248901
THAP3,8.240371699,8.519551183,8.523305873,8.175976186,8.307800759,8.920662089,8.749283856,8.773766516,8.438913916,8.570082384,8.256111546,8.133678135,8.179163925,8.620235191,8.291920789,8.306949723,8.444783499,8.273819043,8.318973304,8.381372673,8.348124591,8.574395979,8.226574741
TRIT1,9.806486567,9.90534745,10.00209352,9.901063643,9.953020133,8.878526143,8.791212887,9.01198049,10.1158726,9.939785065,9.865663119,9.96890941,9.959927754,10.15378961,9.931768803,10.09584796,9.828303146,9.331596092,9.851691157,10.08706699,9.886327286,10.25089628,10.02161485
TPR,13.40279044,13.25246783,13.3545288,13.23808294,13.40427434,13.13923176,13.39914217,13.34080441,13.45176389,13.31027704,13.15982046,13.27487641,13.32156305,13.31770383,13.3390234,13.33541301,13.39847729,12.79201131,13.09010284,13.38836172,13.47520746,13.33861224,13.10974702
VPS13D,11.81927984,11.68786392,11.85052796,11.71887267,12.02447064,12.31142029,12.52786722,12.56269596,12.06608815,12.11011575,11.68850081,11.69699863,11.92463557,11.88195272,11.87470944,11.80338858,12.09788279,11.8650957,11.57474274,11.84172382,12.24471547,11.77953959,11.54579152
COL9A2,7.015329454,7.252211097,6.912670036,7.296474277,7.174658809,7.773985606,7.12340297,6.512891631,6.717089915,7.296523265,7.37717795,7.235648276,7.437614412,6.998636139,7.259096919,6.759369432,6.994290048,8.320351206,7.306002799,7.108984575,7.259169658,7.160628875,7.428236602
H6PD,10.72079331,10.86209178,11.00233358,10.75336931,10.93136513,11.96995198,12.00610529,12.02554438,11.03563237,10.8843012,10.7739282,10.8021748,10.76480964,10.86164783,10.9560358,10.95388339,10.95280983,11.68162299,10.84481467,10.88586814,10.89396179,10.95728457,10.63248502
VAMP3,10.14019902,10.45068586,10.02479556,10.03188943,9.659221684,10.5168901,10.39964371,10.43004162,9.551933798,9.631689571,10.03979694,10.16014852,9.98862744,9.715483321,9.735534573,9.62841063,9.616219027,11.39930654,10.12803587,9.769601691,9.603229466,9.667363279,10.00913811
PER3,8.455771438,9.503059507,8.477018143,9.579301843,8.359203385,9.146955768,9.02543856,9.526561833,8.476171128,8.383610657,9.587166428,9.637207622,9.467472808,8.758578128,8.245438895,8.514333765,8.20929983,10.60747514,9.46865105,8.477015127,8.451812915,8.492471629,9.515996069
TNFRSF9,12.10038169,12.0790566,12.77895338,13.3842157,13.34317763,6.879577348,6.64939237,6.833756535,13.82809599,13.45802391,13.23863107,13.07691848,13.10132715,13.65693252,13.37235799,13.83728923,13.48876652,12.41069636,13.15539818,13.85141771,13.34938997,13.79462475,13.13037529
SIKE1,11.02405121,11.12055068,11.16883136,11.21885199,10.52295617,10.17522665,10.59165851,10.45043988,10.87563283,10.52174781,11.0716699,11.13407754,11.08120789,10.72589506,10.47180764,10.9842027,10.56805005,9.971549241,11.11101081,11.09704011,10.61375639,10.80037815,11.07965868
AKR7A2,7.483274167,7.936500397,7.893716669,8.595600791,8.430360455,9.699108882,9.1742395,9.453978842,8.499388909,8.261073503,8.601843223,8.528717134,8.609619518,8.602419158,8.245438895,8.687673764,8.222700128,9.869984041,8.416445511,8.320787815,8.2299351,8.5101097,8.603776878
MRTO4,12.70916669,12.56960806,12.63117583,12.4621054,12.85846871,9.370151824,8.992638418,8.96499487,12.6975483,12.94148892,12.57015038,12.52981393,12.59377147,12.85523521,12.89288903,12.78298904,12.80753593,11.8661654,12.53281602,12.49514008,12.78466273,12.80338918,12.71811844
TRAPPC3,10.32953719,10.5110243,10.37832541,10.46840675,10.40289335,10.54342687,10.27106119,10.43543761,10.44027272,10.51803641,10.5991514,10.5357249,10.6275176,10.60226222,10.43991155,10.59890009,10.44625142,10.64119286,10.6239509,10.4078441,10.30005049,10.56962612,10.68310537
THRAP3,13.2463372,13.29692728,13.23114505,12.85648732,13.01534789,12.58766296,12.54493559,12.51965207,13.13144151,13.11305859,12.88240761,12.88017287,12.95954159,13.0924513,13.03928977,12.97781307,12.9973532,12.80322464,12.86931663,12.86935313,12.97556374,13.07332968,12.97296048
HHAT,6.5231848,6.571920031,6.735261394,6.444146096,6.862664277,7.792257617,7.431454285,7.818475622,6.470873722,6.391125362,6.23568313,6.261334604,6.22369306,6.49519633,6.407113497,6.511872107,6.306735777,7.502268539,6.35005587,6.398030987,6.652163965,6.417565135,6.502791602
KIF1B,11.06678731,10.81171927,11.02503187,10.68632738,10.95661673,10.817116,10.87270524,10.70128364,11.03903165,11.00269829,10.76798427,10.77931487,10.8057056,11.00347551,10.90554901,10.98176798,11.05466724,11.56525352,10.78258819,11.06199554,11.06904204,10.77871269,10.57626962
SZRD1,12.62369032,12.61907987,12.80377828,12.64728975,12.7293049,11.41340569,11.39503072,11.57627241,12.77178663,12.75194989,12.63097493,12.54898506,12.55077133,12.88261875,12.73966349,12.79482655,12.70623893,12.26123189,12.57220354,12.66189499,12.66929021,12.85843142,12.64719862
SOAT1,12.06275488,12.03666769,12.01425169,11.34012335,11.09444677,10.86267864,11.07425725,10.77634441,11.33383018,10.9441609,11.44435966,11.54717797,11.43852633,11.1993081,11.15774928,11.4352468,11.16463499,12.26339868,11.40079891,11.46740086,11.22678117,11.31615649,11.48702147
PITHD1,11.46272483,11.42591674,11.43529471,11.49935343,11.66979222,10.6266069,10.30818997,10.40825356,11.62182871,11.65745704,11.47113051,11.51189418,11.5063737,11.65533214,11.60529749,11.62193673,11.54934383,11.79418149,11.45067386,11.50191956,11.58074376,11.66758737,11.42314522
CROCC,9.482725689,9.703378755,9.787499576,9.979795384,9.934310918,11.02019219,10.81368121,11.03208542,9.965593897,10.20095004,9.959925359,9.773844951,9.795629905,10.21837772,10.01205583,9.829552652,10.08829402,9.46183892,10.10024361,10.02828668,10.01791952,9.679105598,9.482290589
ATP2B4,11.35573339,12.13764242,11.63663596,13.12449214,12.25341093,13.58669581,13.81389169,13.80024948,12.27679162,11.9344198,12.72697579,12.83302005,12.84495475,11.99517332,12.04721302,11.93212723,12.08510064,11.62671672,12.83772442,12.30134386,12.09660838,12.23522517,12.51568105
ZC3H11A,12.68783993,12.68191,12.50796575,12.6589932,12.43606268,12.90100569,13.01500759,12.97709697,12.41554951,12.39972989,12.5678001,12.63136552,12.61923174,12.38859635,12.45148512,12.38357122,12.4016701,12.03927199,12.47594944,12.42911062,12.46346229,12.38612818,12.52569187
YIPF1,9.319529335,9.073946543,9.387996812,9.122448871,9.179821284,9.491135636,9.1043176,9.388719272,9.458556985,9.07334016,9.16011749,9.031431197,9.153014799,9.554314835,9.419544908,9.334816649,9.257866948,9.898146733,9.109213614,9.493587558,9.23460938,9.574015608,9.093219162
NDC1,11.44663398,11.33692858,11.28488492,11.4233794,11.12116217,9.331629581,9.462710564,9.439013521,11.22163488,10.99364012,11.38346014,11.51273437,11.53445236,11.04363865,11.10258704,11.28930442,11.02246551,10.19912452,11.31327309,11.27723197,11.23891115,11.23627907,11.68040468
PIGV,8.378715641,8.594808471,8.826244662,8.952666551,8.775466718,8.97165829,8.560763786,8.707516079,8.687308038,8.383610657,8.588414585,8.532036107,8.582979618,8.573447814,8.469244637,8.757655157,8.325644425,8.705339249,8.632939783,8.58399791,8.412370327,8.968128373,8.665149147
SNRNP40,11.27450322,11.32362409,11.25227575,11.35231529,11.39530328,10.17783498,10.07349644,10.23094484,11.42065598,11.43894502,11.28648181,11.33697993,11.49355779,11.41113073,11.47412545,11.41734083,11.35006692,10.75490166,11.32914175,11.24158805,11.32791005,11.48062748,11.50292905
DDX20,10.64838696,10.6365425,10.63911115,10.39221723,10.35445882,9.862586489,9.781907471,9.849572029,10.52675367,10.16057527,10.45213719,10.48353855,10.46924185,10.32107656,10.23956525,10.56351843,10.33033672,9.574326478,10.33839283,10.49153312,10.46885066,10.45705317,10.55735104
GNAI3,12.12755098,12.32726338,12.24341734,12.23773805,11.66922659,10.91884999,10.84157768,11.19873604,11.92868102,11.56982763,12.23361753,12.36535651,12.30989035,11.84530747,11.67381432,11.9169148,11.64575966,11.55467646,12.21006392,12.09448062,11.72570509,11.89228082,12.4238808
WDR3,12.41165581,12.26862049,12.27148684,12.33194271,12.32661647,10.03265205,9.836838912,10.07235155,12.38671213,12.35819502,12.36419994,12.39960031,12.52703504,12.4087259,12.30937752,12.43223334,12.3392178,11.31355381,12.26144331,12.22625629,12.41937564,12.41713488,12.69016746
PKN2,10.33537504,10.23337542,10.24380393,10.14308629,9.866849248,10.25066981,10.74968728,10.64464004,9.904787188,9.732497663,10.01617095,10.28932297,10.14887105,9.780305933,9.724985787,9.858151894,9.890495681,9.765317728,10.07320566,10.21464331,10.12113531,9.749478095,10.06646132
SPEN,13.78162003,13.33377829,13.79699907,13.32029047,14.03225805,12.60132891,13.09621367,12.66546083,13.95924817,14.06940593,13.3125931,13.21328303,13.341368,13.90728161,13.92350601,13.79284303,13.97026008,13.33112635,13.2453769,13.7968575,14.11035552,13.7835628,13.03991095
PACC1,8.908916323,9.217775167,9.032347697,9.045695697,8.86116611,9.057253671,9.062786055,8.900908489,8.843213382,9.015550475,9.07361025,9.159269976,9.262828865,9.08025409,8.841530947,9.054972177,8.905787752,9.841260624,8.968170187,8.746362811,8.83941723,8.912843629,9.289411598
YBX1,15.49041671,15.38081302,15.46310793,15.38565477,15.61860364,13.66376898,13.41843651,13.64670411,15.64299424,15.7503155,15.49147696,15.41132672,15.4300143,15.77505538,15.68181882,15.66467725,15.59478416,15.52697,15.36591887,15.42800534,15.59432753,15.70202506,15.50741002
PPP2R5A,10.9899141,11.04261266,10.99660276,11.4348904,10.98052236,11.30185279,11.36277366,11.55907283,11.2720981,10.97426831,11.46975793,11.43464275,11.49105253,11.10818823,11.01003839,11.23854121,11.0358122,10.96185801,11.35556395,11.40005916,11.05813008,11.22897488,11.34697559
KDM4A,11.05798775,10.77982328,11.20264822,10.36690145,10.93983153,10.35806693,10.39023026,10.28693992,11.20054006,11.0414785,10.31923589,10.29226189,10.25393179,11.09040354,10.86672951,11.09723583,10.94676638,10.70076706,10.2720022,11.03788908,10.97741484,11.08414212,10.12673612
NFYC,11.05681041,11.00689337,11.1804327,10.88613002,11.04995062,10.77466957,10.47875223,10.55030785,11.14903683,11.19021508,10.95421784,10.87651276,10.82174482,11.33117649,11.0358734,11.1816898,11.11429789,10.95784973,10.95541993,11.18393634,11.01645904,11.17747318,10.80279323
CD84,11.09802858,11.20153276,11.40841566,10.88717786,10.83882958,12.73662524,12.76867957,12.47764004,11.2898032,10.90774993,10.9404104,10.95896836,10.99441617,11.21697836,10.93513766,11.16676266,10.93358473,14.06039802,11.03297503,11.40432335,10.93330894,11.15382397,10.70819358
ELOVL1,11.09229397,11.31344855,11.20761763,11.4197633,11.31006716,10.81096813,10.37227996,10.59824481,11.27402267,11.31266813,11.43782261,11.29070455,11.42546534,11.28389586,11.32982328,11.36287341,11.27004153,11.45724272,11.35288987,11.16897711,11.21945393,11.36483251,11.39624899
LRRC40,10.07074155,10.22254053,9.933476943,10.30081136,9.438015796,8.561842241,8.9013407,9.282544018,9.581762991,9.378540917,10.18404124,10.4311721,10.41439032,9.495683046,9.265016885,9.766828925,9.423691485,8.836285434,10.16509171,9.857531639,9.544497931,9.559265749,10.72100105
EVI5,8.355922027,8.100418235,8.477018143,8.737144977,8.508327619,7.324570561,7.12340297,6.607709499,9.032460854,8.885629319,9.180398125,9.193208265,8.843067043,8.855023463,8.793876696,8.891652578,8.652130399,9.448569633,8.761097439,8.912958746,8.77423503,8.983993431,8.737525809
DNTTIP2,12.5532192,12.60132035,12.64432551,12.40618722,12.31110977,11.14496267,10.88541737,11.44492662,12.56155814,12.02951006,12.36788892,12.47869997,12.65835448,12.37344403,12.24991477,12.59028235,12.26465707,11.52788947,12.31792753,12.42821348,12.31972717,12.58594989,12.88199318
RRP15,11.71566604,11.56692154,11.62500853,11.65571364,11.43310899,8.82849777,9.062786055,9.060280903,11.42325976,11.45921503,11.51570838,11.75744122,11.6243959,11.54540264,11.42478838,11.54045986,11.47150099,10.47257699,11.55486903,11.46972798,11.47189935,11.50447257,11.68651192
PRKCZ,8.344388735,8.636961345,8.726895307,9.086408514,9.074402243,8.889176062,9.12716418,9.098878287,8.972095209,9.105352386,9.125669728,8.93192588,9.004342244,8.911098564,9.101747723,8.919058266,9.036734556,8.015571487,9.001333595,8.923183528,9.066926136,8.939124062,8.856829017
IARS2,11.5967584,11.69643189,11.64660296,12.02192459,11.80363452,11.52140533,11.43372729,11.57920043,11.97792175,11.66553165,12.05811299,12.11091012,12.11726178,11.75827989,11.83895815,11.86413504,11.84844819,11.889851,11.92619734,11.84710401,11.80072374,11.91273201,11.86135316
NUP133,11.53552991,11.4340514,11.45751627,11.44986054,11.52225137,10.70042197,10.67843213,10.70396885,11.62673203,11.40317489,11.51703796,11.49456141,11.58264842,11.44151086,11.51388663,11.59776117,11.49998314,10.96052315,11.4259519,11.55219676,11.65805871,11.59506427,11.52597983
NUCKS1,12.77490265,12.75259731,12.61041997,12.7372004,12.35327045,11.93979087,12.15001139,12.25800518,12.445317,12.23812823,12.66515672,12.79450127,12.7703239,12.41843178,12.3047805,12.50157286,12.34688699,12.1114129,12.56944198,12.59551712,12.4261105,12.48894001,12.91320535
KCNAB2,12.63655347,12.59331403,12.36564029,12.88614011,13.20542809,13.48707151,13.56948955,13.1233476,12.74653873,13.29365831,13.07645461,12.96611076,12.93762992,12.69003671,13.17607083,12.6627485,13.16962275,13.84437253,13.01123528,12.62374256,13.15825072,12.72861406,12.72237093
TGFBR3,9.792408229,8.978817444,9.218292672,9.993482914,10.61040977,11.14895619,11.88287068,11.67354868,10.23921354,10.92410846,10.34142016,10.2404533,10.08005061,10.09256944,10.60433283,10.10780634,10.73982223,9.657411412,9.96809428,9.973583551,10.5886993,9.865357744,9.581132844
TESK2,9.128782119,9.049631687,9.265352708,8.242990324,8.435691421,9.001412596,8.892477742,8.36250026,8.538341634,8.350603296,8.318442465,8.271109552,8.164864473,8.655220501,8.499268124,8.622483763,8.444783499,9.317066818,8.553183434,8.776752819,8.35408478,8.595203547,8.380882833
EIF2B3,10.60232532,10.57978645,10.61152341,10.49888773,10.60805074,8.368371507,8.008683067,8.254302992,10.65413492,10.62886944,10.55668464,10.52743438,10.7947194,10.69512556,10.63395511,10.6941824,10.5863069,10.02744059,10.44769648,10.49038748,10.70635684,10.6444055,10.94203474
CDC42,13.26926348,13.49286705,13.31741076,13.53840067,13.13138773,12.62238623,12.42149921,12.8966393,13.2413915,12.93343078,13.45593455,13.5573382,13.65207528,13.14061939,13.11011163,13.31685956,13.13371948,13.08614717,13.45689305,13.30333578,13.10446239,13.27877465,13.79036198
FCGR2B,8.992571216,9.520857038,7.879552126,9.060633628,8.762797551,7.507112671,6.905778048,6.099627119,7.348553493,8.878699953,9.321002582,9.262780652,9.145752007,7.412603501,9.003917237,7.417493126,8.724564181,10.94710623,9.31226178,7.223730136,8.719882214,7.138118366,8.75423608
PTGS2,8.194001966,8.940861348,8.572563681,9.218820175,8.693282944,5.799034425,6.190859335,5.701360409,8.069437667,7.824684408,8.108696817,9.606052783,9.202855662,8.028869988,8.102803085,8.243326244,8.060527466,8.025818799,8.931361452,8.376419983,7.936180843,8.5101097,9.645248214
ENO1,16.71943919,16.6596633,16.80663824,16.6238533,16.91452195,14.05608956,13.53217285,13.58042222,16.9297724,16.93354818,16.71799427,16.58683253,16.74681986,16.999826,16.9517818,16.96030717,16.85281367,16.18026746,16.6095811,16.67127866,16.81456465,16.99408769,16.85414459
EIF4G3,11.80146541,11.40167056,11.5301542,11.62400916,11.95979996,10.33877236,10.3701534,10.17656025,11.74106552,12.0832422,11.57265444,11.60583903,11.60466674,11.7062652,11.92304115,11.67414074,11.9576645,11.84461924,11.53660418,11.64314984,12.0706015,11.65871886,11.42053039
KIFAP3,9.876223924,10.32094285,9.917967765,10.17432517,9.53557995,9.154037974,9.217463387,9.296844199,9.849071474,9.301184254,10.136391,10.43472296,10.41212201,9.570900014,9.563854194,9.85460784,9.567162721,9.170056164,10.1577563,9.839649611,9.637842633,9.856766989,10.31082436
FMO4,6.467568008,6.428432019,6.318690865,6.300528304,6.310004939,7.179407988,7.249071366,7.27045269,6.402143845,6.255054868,6.200809339,6.144768732,6.35545074,6.736457982,6.153865049,6.319616803,6.331685482,7.449957909,6.224612987,6.165164893,6.062907492,6.259699924,6.549492136
KLHL20,9.614995936,9.448310399,9.568802623,9.367383015,9.37281356,9.672229297,9.639088749,9.584053343,9.207814754,9.340381002,9.380647955,9.398070283,9.218517057,9.334512315,9.349851936,9.444971513,9.327741057,9.111121676,9.395695815,9.361971666,9.349451398,9.302647677,9.345626103
PLXNA2,5.983688511,6.107157631,6.140099909,6.510926867,6.213993299,7.51263325,6.870106249,7.096082399,6.190211631,5.954741343,6.128426202,5.857896382,6.093856999,6.186315093,5.937021654,6.0977449,5.608278135,7.322749704,6.147709039,6.648641039,5.843216733,6.300814948,5.804191605
UBE2T,8.137207817,8.142829969,8.29154974,8.746413231,8.606133227,6.954504189,6.717885116,6.910157903,8.601013076,8.496549872,8.701882294,8.691913929,8.874162272,8.339665757,8.166558191,8.532191882,8.229353889,7.94172692,8.538196382,8.504513714,8.522319874,8.663785317,9.116670344
PPP1R12B,8.601769758,8.843931083,8.915724724,9.049444705,8.812820061,10.22903517,10.56494689,10.22472537,9.120662945,9.03021636,9.046858672,8.995817912,8.986158541,9.017105421,8.939679577,8.761445241,8.97868214,8.818711955,8.937085822,9.287416501,9.092107497,8.99968592,8.77730999
USP33,11.38885923,11.47943893,11.420084,11.07637259,10.56977201,11.26961092,11.50620397,11.56252919,10.87246064,10.48419704,11.09322326,11.22198417,11.19068488,10.78711075,10.60548347,10.8176339,10.691247,10.58858891,11.16932063,11.12757376,10.75671959,10.79139039,11.13684935
CAPZB,12.25749622,12.37674609,12.44262774,12.60046142,12.66692635,12.55258585,12.30777162,12.4794696,12.78179717,12.72370966,12.65472524,12.57797503,12.59810161,12.81228839,12.75814707,12.78671323,12.68582306,13.3067772,12.61813616,12.70426171,12.58437515,12.82138234,12.50978867
GNB1,13.85550582,14.00794671,13.95002973,13.99192423,13.89567935,13.36716075,13.21886252,13.39830381,13.96923099,13.87962982,13.96836616,13.9674765,13.94800321,13.93450496,13.89190818,13.98074736,13.87561331,13.82323053,13.95450489,13.88329922,13.87480023,13.96527195,13.90871717
NRDC,12.90048171,12.79443613,12.76649915,12.51288519,12.51782044,12.18639014,12.31856421,12.10861616,12.6328432,12.41936114,12.57377511,12.68396984,12.66201814,12.3955961,12.5101059,12.52906883,12.54090228,12.32848683,12.57862669,12.5756686,12.54486048,12.55972398,12.57825328
SDF4,13.04315528,12.75567518,13.09103686,12.98194419,13.48475124,12.11491916,11.95523263,11.88116666,13.27829396,13.54594187,12.99626055,12.7840999,12.78427648,13.4813918,13.53155339,13.36015008,13.41808535,12.99976052,12.93818991,13.19744639,13.33684155,13.39843616,12.88218324
MKNK1,10.30891668,10.3465721,10.31526536,10.02238323,10.10127736,11.0109576,10.87645574,10.5798456,10.09097874,10.08833277,10.05817954,10.03239109,9.99874052,9.992157565,10.12388092,10.08832332,10.09741552,11.66040396,10.07709939,10.13916651,10.1017831,10.04700149,9.834713054
CDC14A,9.289772606,9.738373963,9.852396046,9.627751441,9.050277822,11.05039596,11.16904608,11.27113892,9.776257584,9.087432991,9.632034115,9.754085197,9.623320222,9.583669059,9.16554852,9.679383753,9.330838139,8.503821539,9.623998989,9.744835267,9.158320897,9.601014436,9.332333034
PGM1,9.618192087,9.800627772,9.646142166,9.835264962,9.690775708,9.491135636,9.261725906,9.434709046,9.958430974,9.77042886,9.918938436,9.876630884,9.827753091,9.968707375,9.917015748,9.770595018,9.790558755,10.18890127,9.772261341,9.744835267,9.827566858,9.925745715,9.884136688
CROCCP3,6.563534091,6.596542074,6.458658614,6.732318969,6.545188752,8.848281206,8.813295268,8.928723379,6.750649401,6.704970399,6.651832548,6.651428825,6.532950429,6.710080917,6.342335198,6.438015065,6.331685482,7.201426657,6.725702164,7.010128036,6.375741648,6.593329,6.51852701
RSBN1,10.35274816,10.76496524,10.52771877,10.77390915,10.10462808,10.78211699,11.01628408,11.32155011,10.47247572,9.929763227,10.76201574,10.92906921,10.79935537,10.35339173,10.01205583,10.46003493,10.08462921,9.554998325,10.75854344,10.64870372,10.1877287,10.38956984,10.88019602
MAGI3,7.447785461,7.513708988,7.403226112,7.662346385,7.261276484,8.283728026,8.193215234,8.994539713,7.363091588,7.210836994,7.532503544,7.482055223,7.339170319,7.113784063,7.187141651,7.15474841,7.289963323,6.976888766,7.705349675,7.457429578,6.867472212,6.904685136,7.315661439
PTPRC,14.06953408,14.15958989,14.11043079,14.1902457,13.90447731,15.2453249,15.3028729,15.56985103,14.18736978,13.9079124,14.20590918,14.39467808,14.39645229,14.23517639,13.98966411,14.23291757,13.98851554,13.87019395,14.13483791,14.19991945,14.07007365,14.18304466,14.51374716
JMJD4,8.87458184,8.879480481,8.980201097,8.903801231,9.195618794,7.841344175,7.622225447,7.956985404,9.103448651,9.011332692,8.915903948,8.805979503,8.808989779,9.338822784,9.187228522,9.141862656,9.070476841,8.477931382,8.833474767,8.86779435,9.00766277,9.216636053,9.050563047
DUSP12,9.712421416,9.777932675,9.745160903,9.617685863,9.565067584,9.212873045,9.094046261,9.412991894,9.677931029,9.757895611,9.717788564,9.761173361,9.823207624,9.810105292,9.809290931,9.720851876,9.707212923,9.253085919,9.693284864,9.622583945,9.72551306,9.77887757,10.00075994
HSPB11,9.099350845,9.28180301,8.996700292,9.218820175,8.620248546,9.223011139,9.124643465,9.466683852,8.776897949,8.386870235,9.019601659,9.128904601,9.361741233,8.475059233,8.697890701,8.780247731,8.570636295,8.698949641,9.136835248,8.727038753,8.648928611,8.788271262,9.502212576
IL12RB2,13.11307196,13.31616554,13.18725582,12.73137758,12.15099164,7.89305452,7.390074697,8.072312862,12.02153324,11.65171005,12.26824341,12.46769304,12.48250755,12.1284381,11.6410852,12.1154341,11.73438057,10.58165943,12.34589943,11.83090286,12.65638495,12.63951974,12.99034431
TRAF5,10.81433146,10.52070583,10.67850583,10.32575806,10.46156245,11.67238703,12.07267727,11.97974442,10.53640668,10.52544968,10.38770098,10.43472296,10.29472461,10.42609263,10.63056803,10.49914878,10.72577359,9.978160593,10.57247074,10.66605757,10.5280434,10.25743805,10.01330903
PLOD1,8.31711366,8.109000912,8.053656958,9.075418472,9.157410066,8.694051966,7.883070705,7.48547717,8.850970218,9.360416401,9.121013915,9.047754584,8.961551503,8.864023615,9.226646921,8.695619231,9.170673405,11.63343362,9.139320279,8.663402725,9.181969096,8.93586507,8.770755015
SMAP2,13.38272801,13.23860172,13.12520438,13.38699624,13.64909138,12.67994634,12.67251067,12.39696632,13.37639494,13.66365971,13.27850521,13.26056715,13.22697956,13.41187579,13.66777246,13.38231804,13.6017309,13.21753704,13.219775,13.26298172,13.69819657,13.51002442,13.25169729
PPIE,10.36231025,10.27782342,10.80942074,10.10035355,10.46677957,10.07431221,9.892721257,11.07972833,10.79817493,10.41723144,10.20728889,10.22002081,10.33997491,10.78395281,10.43991155,10.72943991,10.29905158,10.03507004,10.16996135,10.86745381,10.38255079,10.80931028,10.62886512
ZMPSTE24,11.71566604,11.73298279,11.56984023,11.81780711,11.22487589,9.675924318,9.789884039,9.762950056,11.39347151,11.2018288,11.78399931,11.93497944,11.83123561,11.32738547,11.12763133,11.52493583,11.1576752,10.83502723,11.82948705,11.61661839,11.39014458,11.44439092,11.99776307
EIF3I,12.94284197,12.8502124,13.01268969,13.04080531,13.27362248,11.39334642,11.21598014,11.26023379,13.32881477,13.33062614,13.08917391,12.97009265,12.91203984,13.40508324,13.34471905,13.34254672,13.238649,12.67032275,13.01259134,13.14471759,13.20124709,13.39961953,12.87570707
TXLNA,12.75344289,12.7835871,12.72798408,12.42145659,12.59935507,11.35774897,11.24933758,11.12317558,12.57898275,12.59416129,12.42731561,12.40005447,12.43990592,12.63829852,12.65606537,12.5481186,12.55653033,12.03039301,12.4018202,12.37457999,12.56619794,12.62036143,12.41523825
WDR47,9.739090175,9.765771508,9.420156635,9.775404603,9.520606995,9.061026265,9.219827161,9.034911652,9.535982941,9.462812015,9.664392338,9.621714299,9.749660392,9.464462757,9.368949068,9.493633634,9.452412834,9.444755883,9.571600853,9.489006081,9.51287915,9.537929442,9.720306998
OVGP1,7.320143996,6.596542074,6.98060137,6.574752766,7.285098367,8.026384432,8.571909053,7.950969763,7.102186004,7.508875503,6.833556782,6.745923976,6.660732807,7.020267316,7.305147635,7.02202199,7.364393656,7.078832779,6.725702164,7.060402864,7.284357882,6.995139567,6.421432435
SLC25A24,9.712421416,10.14014747,9.610136791,10.22161313,9.098129887,9.879776603,9.859755428,9.980841334,9.07943853,9.044734656,10.04349225,10.33564199,10.27572051,9.062119509,9.124400345,9.109517177,9.08888707,10.45467353,10.07709939,9.349389109,9.23460938,9.012118161,10.299484
EPS15,11.94073254,12.11252011,12.33644667,11.92933411,11.6400817,11.85405309,11.70025027,11.96824974,12.27318787,11.55324102,11.97509089,12.05922526,12.085824,12.03190919,11.71969816,12.24391887,11.78606835,11.62250271,11.9422968,12.23688381,11.75528173,12.20203658,12.09738801
ORC1,8.942452644,9.270370957,9.169645648,9.523788489,9.121473594,7.206910856,6.996803566,6.958933121,9.231777961,8.970636497,9.434176469,9.43044402,9.471835495,8.905297515,8.727785669,8.991845193,8.622106972,8.239009206,9.207218139,8.846462598,8.830894554,9.213947875,9.37185034
POMGNT1,10.61597916,10.40349797,10.51860727,10.75106895,11.19296388,10.10569988,10.05243167,10.07373633,10.98659507,11.24781898,10.74774074,10.69373522,10.8028226,11.06526089,11.19797019,10.94057238,11.06400314,10.7686959,10.95047569,10.95726139,11.03790791,10.92395288,10.76948036
RAD54L,7.205825291,7.02618442,7.190221063,7.429011746,7.514013439,6.107040481,6.963338389,6.07770996,7.226652821,7.261437001,7.423288952,7.382608794,7.293894533,7.460860695,7.505809449,7.25493654,7.099725658,6.867189799,7.214694429,7.144376528,7.525258465,7.288779757,7.133508915
