ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
P2RY10,-2.6819357926666694,9.218481302086957,-16.92113764449042,7.106176906267438e-13,5.470043936801573e-11,19.734547795731363
UTP20,3.0008655830000013,12.550948079608695,16.910755276410022,7.184186594634548e-13,5.470043936801573e-11,19.72357776992168
GALNT2,1.638269316666669,11.56856505173913,16.90809844835755,7.204293208071583e-13,5.470043936801573e-11,19.7207695266154
RUVBL1,2.5755197620000008,11.532118999739131,16.904774587987113,7.229531058055937e-13,5.470043936801573e-11,19.717255642086627
PRDM1,2.985308639666668,12.824231688304348,16.869588001726065,7.502462914889397e-13,5.64129292221435e-11,19.68001690247381
PPP5C,2.1401012199999982,11.335376223043479,16.845026191272215,7.699376389839322e-13,5.75362040588857e-11,19.653978600586733
ATIC,2.3481241866666664,12.49839671652174,16.82804921860971,7.838647000842747e-13,5.815691274895435e-11,19.635959894312375
LINC02361,-2.589665222333334,6.945704666956522,-16.820527429550268,7.901194914064592e-13,5.815691274895435e-11,19.627971010602494
FBXO32,-2.880174029000001,8.065373495826087,-16.81749519802728,7.926557577711439e-13,5.815691274895435e-11,19.6247495169597
VCP,2.063023330000002,14.394575037391304,16.797230787471424,8.098265095186236e-13,5.891292915267152e-11,19.6032060337026
GPR199P,-2.7587869613333336,7.030714813304348,-16.790289836207396,8.157972124892722e-13,5.891292915267152e-11,19.595821276874975
GPATCH4,3.111471972666667,11.560124614869565,16.784675411480674,8.206606147389163e-13,5.891292915267152e-11,19.58984573549528
CACNA1I,-4.667260501666669,7.152984074217391,-16.778610701538074,8.259482737000215e-13,5.891292915267152e-11,19.583388805917654
DKC1,2.6254888400000027,12.862850017826087,16.77536210720987,8.287953317664922e-13,5.891292915267152e-11,19.579929202147067
CCL3,3.3421853919999993,10.697453234956521,16.766301948498903,8.367901806770838e-13,5.891292915267152e-11,19.570277175024174
LDLRAP1,-3.181015039000002,9.406548416826087,-16.766037292649234,8.370249309647697e-13,5.891292915267152e-11,19.569995155437766
CHCHD3,1.589094947000003,10.660398187782608,16.732283406095227,8.675387014010055e-13,6.070765039977209e-11,19.533991917231404
KPNB1,1.9395573866666673,14.388469512608696,16.71967071568548,8.792383607693537e-13,6.085979521215973e-11,19.52052096994796
GNL2,2.3686264633333334,12.37639888,16.719104558790534,8.79767401464394e-13,6.085979521215973e-11,19.519916060933458
PDCD4-AS1,-2.2416072923333346,6.726587677565218,-16.67016299157043,9.267873450953103e-13,6.374822499843083e-11,19.467550768352325
